# Fractal dim =  1.000 
#           N     G/NpiR0^2            GC    Okuzumi+09     Paszun+09 
 3.097291e+01  6.706418e-01  1.000000e+00  5.582834e-01  6.032365e-01 
 3.273634e+01  6.651276e-01  1.000000e+00  5.521596e-01  5.990225e-01 
 3.460016e+01  6.596223e-01  1.000000e+00  5.461142e-01  5.948379e-01 
 3.657011e+01  6.541271e-01  1.000000e+00  5.401459e-01  5.906826e-01 
 3.865221e+01  6.486430e-01  1.000000e+00  5.342531e-01  5.865563e-01 
 4.085286e+01  6.431710e-01  1.000000e+00  5.284344e-01  5.824588e-01 
 4.317880e+01  6.377119e-01  1.000000e+00  5.226884e-01  5.783900e-01 
 4.563716e+01  6.322668e-01  1.000000e+00  5.170138e-01  5.743495e-01 
 4.823549e+01  6.268364e-01  9.977383e-01  5.114093e-01  5.703373e-01 
 5.098176e+01  6.214214e-01  9.835172e-01  5.058735e-01  5.663532e-01 
 5.388438e+01  6.160226e-01  9.694988e-01  5.004053e-01  5.623968e-01 
 5.695227e+01  6.106408e-01  9.556802e-01  4.950033e-01  5.584681e-01 
 6.019482e+01  6.052766e-01  9.420585e-01  4.896665e-01  5.545669e-01 
 6.362198e+01  5.999306e-01  9.286310e-01  4.843936e-01  5.506928e-01 
 6.724427e+01  5.946034e-01  9.153949e-01  4.791835e-01  5.468459e-01 
 7.107280e+01  5.892956e-01  9.023475e-01  4.740352e-01  5.430258e-01 
 7.511929e+01  5.840077e-01  8.894860e-01  4.689475e-01  5.392324e-01 
 7.939618e+01  5.787402e-01  8.768079e-01  4.639195e-01  5.354656e-01 
 8.391656e+01  5.734937e-01  8.643104e-01  4.589501e-01  5.317250e-01 
 8.869432e+01  5.682686e-01  8.519911e-01  4.540383e-01  5.280105e-01 
 9.374409e+01  5.630653e-01  8.398474e-01  4.491831e-01  5.243221e-01 
 9.908137e+01  5.578843e-01  8.278767e-01  4.443837e-01  5.206593e-01 
 1.047225e+02  5.527261e-01  8.160767e-01  4.396390e-01  5.170222e-01 
 1.106848e+02  5.475909e-01  8.044449e-01  4.349483e-01  5.134105e-01 
 1.169866e+02  5.424792e-01  7.929788e-01  4.303106e-01  5.098240e-01 
 1.236472e+02  5.373913e-01  7.816762e-01  4.257250e-01  5.062625e-01 
 1.306870e+02  5.323276e-01  7.705347e-01  4.211908e-01  5.027259e-01 
 1.381276e+02  5.272884e-01  7.595520e-01  4.167072e-01  4.992141e-01 
 1.459919e+02  5.222741e-01  7.487258e-01  4.122732e-01  4.957267e-01 
 1.543038e+02  5.172849e-01  7.380540e-01  4.078883e-01  4.922638e-01 
 1.630891e+02  5.123212e-01  7.275342e-01  4.035515e-01  4.888250e-01 
 1.723745e+02  5.073832e-01  7.171644e-01  3.992622e-01  4.854102e-01 
 1.821885e+02  5.024712e-01  7.069424e-01  3.950197e-01  4.820193e-01 
 1.925614e+02  4.975855e-01  6.968661e-01  3.908232e-01  4.786521e-01 
 2.035248e+02  4.927263e-01  6.869335e-01  3.866721e-01  4.753084e-01 
 2.151123e+02  4.878939e-01  6.771424e-01  3.825657e-01  4.719881e-01 
 2.273597e+02  4.830886e-01  6.674908e-01  3.785034e-01  4.686909e-01 
 2.403043e+02  4.783105e-01  6.579768e-01  3.744844e-01  4.654168e-01 
 2.539859e+02  4.735598e-01  6.485985e-01  3.705082e-01  4.621656e-01 
 2.684465e+02  4.688369e-01  6.393538e-01  3.665742e-01  4.589371e-01 
 2.837304e+02  4.641418e-01  6.302408e-01  3.626817e-01  4.557311e-01 
 2.998844e+02  4.594749e-01  6.212578e-01  3.588302e-01  4.525475e-01 
 3.169582e+02  4.548362e-01  6.124028e-01  3.550191e-01  4.493862e-01 
 3.350041e+02  4.502260e-01  6.036740e-01  3.512479e-01  4.462469e-01 
 3.540774e+02  4.456444e-01  5.950696e-01  3.475160e-01  4.431296e-01 
 3.742366e+02  4.410916e-01  5.865879e-01  3.438228e-01  4.400341e-01 
 3.955436e+02  4.365678e-01  5.782270e-01  3.401679e-01  4.369602e-01 
 4.180637e+02  4.320731e-01  5.699853e-01  3.365508e-01  4.339077e-01 
 4.418660e+02  4.276077e-01  5.618611e-01  3.329709e-01  4.308766e-01 
 4.670234e+02  4.231716e-01  5.538527e-01  3.294277e-01  4.278666e-01 
 4.936132e+02  4.187651e-01  5.459585e-01  3.259208e-01  4.248777e-01 
 5.217169e+02  4.143883e-01  5.381767e-01  3.224497e-01  4.219097e-01 
 5.514206e+02  4.100413e-01  5.305059e-01  3.190140e-01  4.189624e-01 
 5.828155e+02  4.057241e-01  5.229444e-01  3.156132e-01  4.160356e-01 
 6.159978e+02  4.014369e-01  5.154907e-01  3.122468e-01  4.131294e-01 
 6.510694e+02  3.971798e-01  5.081432e-01  3.089145e-01  4.102434e-01 
 6.881377e+02  3.929530e-01  5.009005e-01  3.056157e-01  4.073776e-01 
 7.273165e+02  3.887563e-01  4.937610e-01  3.023502e-01  4.045318e-01 
 7.687260e+02  3.845901e-01  4.867232e-01  2.991174e-01  4.017059e-01 
 8.124930e+02  3.804543e-01  4.797858e-01  2.959170e-01  3.988997e-01 
 8.587519e+02  3.763489e-01  4.729472e-01  2.927487e-01  3.961131e-01 
 9.076446e+02  3.722742e-01  4.662062e-01  2.896120e-01  3.933460e-01 
 9.593209e+02  3.682300e-01  4.595612e-01  2.865065e-01  3.905982e-01 
 1.013939e+03  3.642165e-01  4.530109e-01  2.834319e-01  3.878696e-01 
 1.071668e+03  3.602337e-01  4.465539e-01  2.803879e-01  3.851601e-01 
 1.132683e+03  3.562817e-01  4.401891e-01  2.773740e-01  3.824695e-01 
 1.197171e+03  3.523604e-01  4.339149e-01  2.743900e-01  3.797977e-01 
 1.265332e+03  3.484699e-01  4.277301e-01  2.714355e-01  3.771446e-01 
 1.337373e+03  3.446103e-01  4.216336e-01  2.685101e-01  3.745100e-01 
 1.413516e+03  3.407815e-01  4.156239e-01  2.656136e-01  3.718938e-01 
 1.493993e+03  3.369835e-01  4.096998e-01  2.627456e-01  3.692959e-01 
 1.579053e+03  3.332163e-01  4.038602e-01  2.599058e-01  3.667161e-01 
 1.668956e+03  3.294800e-01  3.981039e-01  2.570939e-01  3.641544e-01 
 1.763977e+03  3.257745e-01  3.924296e-01  2.543097e-01  3.616105e-01 
 1.864409e+03  3.220999e-01  3.868361e-01  2.515527e-01  3.590844e-01 
 1.970558e+03  3.184560e-01  3.813224e-01  2.488228e-01  3.565760e-01 
 2.082751e+03  3.148429e-01  3.758873e-01  2.461196e-01  3.540851e-01 
 2.201331e+03  3.112605e-01  3.705296e-01  2.434428e-01  3.516116e-01 
 2.326663e+03  3.077089e-01  3.652483e-01  2.407923e-01  3.491554e-01 
 2.459130e+03  3.041879e-01  3.600423e-01  2.381676e-01  3.467163e-01 
 2.599140e+03  3.006975e-01  3.549105e-01  2.355686e-01  3.442942e-01 
 2.747121e+03  2.972376e-01  3.498518e-01  2.329949e-01  3.418891e-01 
 2.903527e+03  2.938083e-01  3.448653e-01  2.304464e-01  3.395008e-01 
 3.068838e+03  2.904095e-01  3.399498e-01  2.279228e-01  3.371292e-01 
 3.243561e+03  2.870410e-01  3.351044e-01  2.254238e-01  3.347741e-01 
 3.428231e+03  2.837028e-01  3.303280e-01  2.229491e-01  3.324355e-01 
 3.623416e+03  2.803949e-01  3.256197e-01  2.204987e-01  3.301132e-01 
 3.829714e+03  2.771171e-01  3.209786e-01  2.180721e-01  3.278072e-01 
 4.047757e+03  2.738695e-01  3.164035e-01  2.156692e-01  3.255172e-01 
 4.278214e+03  2.706518e-01  3.118937e-01  2.132897e-01  3.232433e-01 
 4.521792e+03  2.674640e-01  3.074482e-01  2.109334e-01  3.209852e-01 
 4.779239e+03  2.643060e-01  3.030660e-01  2.086002e-01  3.187429e-01 
 5.051342e+03  2.611777e-01  2.987463e-01  2.062897e-01  3.165163e-01 
 5.338938e+03  2.580790e-01  2.944882e-01  2.040018e-01  3.143052e-01 
 5.642908e+03  2.550098e-01  2.902907e-01  2.017362e-01  3.121096e-01 
 5.964185e+03  2.519700e-01  2.861531e-01  1.994928e-01  3.099293e-01 
 6.303753e+03  2.489595e-01  2.820745e-01  1.972714e-01  3.077643e-01 
 6.662655e+03  2.459781e-01  2.780540e-01  1.950716e-01  3.056143e-01 
 7.041990e+03  2.430257e-01  2.740908e-01  1.928934e-01  3.034794e-01 
 7.442922e+03  2.401022e-01  2.701841e-01  1.907365e-01  3.013594e-01 
 7.866682e+03  2.372075e-01  2.663330e-01  1.886008e-01  2.992542e-01 
 8.314568e+03  2.343415e-01  2.625369e-01  1.864861e-01  2.971638e-01 
 8.787954e+03  2.315039e-01  2.587949e-01  1.843921e-01  2.950879e-01 
 9.288292e+03  2.286948e-01  2.551062e-01  1.823187e-01  2.930265e-01 
 9.817117e+03  2.259138e-01  2.514700e-01  1.802656e-01  2.909795e-01 
 1.037605e+04  2.231610e-01  2.478858e-01  1.782328e-01  2.889468e-01 
 1.096681e+04  2.204360e-01  2.443526e-01  1.762200e-01  2.869284e-01 
 1.159120e+04  2.177389e-01  2.408697e-01  1.742271e-01  2.849240e-01 
 1.225114e+04  2.150694e-01  2.374365e-01  1.722539e-01  2.829336e-01 
 1.294865e+04  2.124274e-01  2.340522e-01  1.703002e-01  2.809571e-01 
 1.368587e+04  2.098128e-01  2.307162e-01  1.683658e-01  2.789945e-01 
 1.446507e+04  2.072253e-01  2.274277e-01  1.664506e-01  2.770455e-01 
 1.528864e+04  2.046648e-01  2.241861e-01  1.645543e-01  2.751102e-01 
 1.615909e+04  2.021311e-01  2.209907e-01  1.626770e-01  2.731883e-01 
 1.707910e+04  1.996242e-01  2.178409e-01  1.608183e-01  2.712799e-01 
 1.805149e+04  1.971438e-01  2.147359e-01  1.589781e-01  2.693849e-01 
 1.907924e+04  1.946897e-01  2.116752e-01  1.571563e-01  2.675031e-01 
 2.016551e+04  1.922618e-01  2.086581e-01  1.553527e-01  2.656344e-01 
 2.131362e+04  1.898599e-01  2.056840e-01  1.535671e-01  2.637787e-01 
 2.252711e+04  1.874838e-01  2.027523e-01  1.517994e-01  2.619361e-01 
 2.380968e+04  1.851335e-01  1.998624e-01  1.500495e-01  2.601063e-01 
 2.516527e+04  1.828086e-01  1.970137e-01  1.483171e-01  2.582893e-01 
 2.659804e+04  1.805090e-01  1.942056e-01  1.466022e-01  2.564850e-01 
 2.811239e+04  1.782345e-01  1.914375e-01  1.449045e-01  2.546932e-01 
 2.971296e+04  1.759850e-01  1.887089e-01  1.432241e-01  2.529141e-01 
 3.140465e+04  1.737602e-01  1.860192e-01  1.415606e-01  2.511473e-01 
 3.319266e+04  1.715601e-01  1.833678e-01  1.399139e-01  2.493929e-01 
 3.508247e+04  1.693843e-01  1.807542e-01  1.382840e-01  2.476507e-01 
 3.707988e+04  1.672328e-01  1.781778e-01  1.366707e-01  2.459207e-01 
 3.919100e+04  1.651053e-01  1.756382e-01  1.350738e-01  2.442028e-01 
 4.142232e+04  1.630017e-01  1.731348e-01  1.334931e-01  2.424969e-01 
 4.378069e+04  1.609217e-01  1.706670e-01  1.319287e-01  2.408029e-01 
 4.627332e+04  1.588652e-01  1.682344e-01  1.303802e-01  2.391207e-01 
 4.890787e+04  1.568320e-01  1.658365e-01  1.288477e-01  2.374503e-01 
 5.169242e+04  1.548219e-01  1.634728e-01  1.273309e-01  2.357915e-01 
 5.463550e+04  1.528347e-01  1.611428e-01  1.258297e-01  2.341444e-01 
 5.774615e+04  1.508702e-01  1.588459e-01  1.243440e-01  2.325087e-01 
 6.103390e+04  1.489283e-01  1.565819e-01  1.228737e-01  2.308845e-01 
 6.450884e+04  1.470087e-01  1.543500e-01  1.214186e-01  2.292716e-01 
 6.818162e+04  1.451112e-01  1.521500e-01  1.199786e-01  2.276700e-01 
 7.206351e+04  1.432358e-01  1.499814e-01  1.185535e-01  2.260796e-01 
 7.616642e+04  1.413821e-01  1.478436e-01  1.171433e-01  2.245003e-01 
 8.050292e+04  1.395500e-01  1.457364e-01  1.157479e-01  2.229320e-01 
 8.508632e+04  1.377393e-01  1.436591e-01  1.143670e-01  2.213747e-01 
 8.993067e+04  1.359498e-01  1.416115e-01  1.130006e-01  2.198282e-01 
 9.505083e+04  1.341814e-01  1.395931e-01  1.116486e-01  2.182926e-01 
 1.004625e+05  1.324337e-01  1.376034e-01  1.103107e-01  2.167677e-01 
 1.061823e+05  1.307067e-01  1.356421e-01  1.089870e-01  2.152534e-01 
 1.122277e+05  1.290002e-01  1.337088e-01  1.076773e-01  2.137497e-01 
 1.186174e+05  1.273139e-01  1.318030e-01  1.063815e-01  2.122566e-01 
 1.253708e+05  1.256477e-01  1.299243e-01  1.050993e-01  2.107738e-01 
 1.325087e+05  1.240014e-01  1.280725e-01  1.038309e-01  2.093014e-01 
 1.400531e+05  1.223748e-01  1.262470e-01  1.025759e-01  2.078393e-01 
 1.480269e+05  1.207677e-01  1.244476e-01  1.013344e-01  2.063874e-01 
 1.564548e+05  1.191799e-01  1.226738e-01  1.001061e-01  2.049457e-01 
 1.653624e+05  1.176113e-01  1.209252e-01  9.889097e-02  2.035140e-01 
 1.747773e+05  1.160616e-01  1.192017e-01  9.768892e-02  2.020923e-01 
 1.847281e+05  1.145307e-01  1.175026e-01  9.649981e-02  2.006806e-01 
 1.952456e+05  1.130184e-01  1.158278e-01  9.532353e-02  1.992787e-01 
 2.063618e+05  1.115245e-01  1.141769e-01  9.415996e-02  1.978866e-01 
 2.181109e+05  1.100488e-01  1.125495e-01  9.300901e-02  1.965042e-01 
 2.305289e+05  1.085912e-01  1.109453e-01  9.187055e-02  1.951315e-01 
 2.436540e+05  1.071514e-01  1.093639e-01  9.074448e-02  1.937684e-01 
 2.575263e+05  1.057293e-01  1.078051e-01  8.963069e-02  1.924148e-01 
 2.721885e+05  1.043246e-01  1.062686e-01  8.852907e-02  1.910707e-01 
 2.876854e+05  1.029373e-01  1.047539e-01  8.743951e-02  1.897359e-01 
 3.040646e+05  1.015672e-01  1.032608e-01  8.636191e-02  1.884105e-01 
 3.213764e+05  1.002140e-01  1.017890e-01  8.529616e-02  1.870943e-01 
 3.396739e+05  9.887756e-02  1.003381e-01  8.424215e-02  1.857874e-01 
 3.590130e+05  9.755776e-02  9.890797e-02  8.319978e-02  1.844895e-01 
 3.794533e+05  9.625440e-02  9.749820e-02  8.216895e-02  1.832007e-01 
 4.010573e+05  9.496729e-02  9.610853e-02  8.114955e-02  1.819210e-01 
 4.238913e+05  9.369628e-02  9.473866e-02  8.014148e-02  1.806501e-01 
 4.480254e+05  9.244119e-02  9.338832e-02  7.914463e-02  1.793882e-01 
 4.735335e+05  9.120185e-02  9.205722e-02  7.815891e-02  1.781350e-01 
 5.004939e+05  8.997809e-02  9.074509e-02  7.718421e-02  1.768906e-01 
 5.289893e+05  8.876974e-02  8.945167e-02  7.622043e-02  1.756549e-01 
 5.591071e+05  8.757663e-02  8.817669e-02  7.526748e-02  1.744279e-01 
 5.909396e+05  8.639860e-02  8.691987e-02  7.432525e-02  1.732094e-01 
 6.245845e+05  8.523549e-02  8.568097e-02  7.339364e-02  1.719994e-01 
 6.601449e+05  8.408712e-02  8.445973e-02  7.247256e-02  1.707979e-01 
 6.977300e+05  8.295335e-02  8.325590e-02  7.156191e-02  1.696047e-01 
 7.374549e+05  8.183400e-02  8.206922e-02  7.066159e-02  1.684200e-01 
 7.794416e+05  8.072891e-02  8.089946e-02  6.977151e-02  1.672434e-01 
 8.238187e+05  7.963793e-02  7.974637e-02  6.889156e-02  1.660751e-01 
 8.707225e+05  7.856090e-02  7.860972e-02  6.802166e-02  1.649150e-01 
 9.202967e+05  7.749765e-02  7.748927e-02  6.716171e-02  1.637629e-01 
 9.726934e+05  7.644805e-02  7.638478e-02  6.631162e-02  1.626190e-01 
 1.028073e+06  7.541192e-02  7.529605e-02  6.547129e-02  1.614830e-01 
 1.086606e+06  7.438912e-02  7.422282e-02  6.464063e-02  1.603549e-01 
 1.148472e+06  7.337950e-02  7.316490e-02  6.381954e-02  1.592347e-01 
 1.213859e+06  7.238290e-02  7.212206e-02  6.300795e-02  1.581224e-01 
 1.282970e+06  7.139917e-02  7.109407e-02  6.220574e-02  1.570178e-01 
 1.356015e+06  7.042817e-02  7.008075e-02  6.141284e-02  1.559209e-01 
 1.433219e+06  6.946975e-02  6.908186e-02  6.062916e-02  1.548317e-01 
 1.514819e+06  6.852376e-02  6.809721e-02  5.985460e-02  1.537501e-01 
 1.601064e+06  6.759006e-02  6.712660e-02  5.908907e-02  1.526761e-01 
 1.692220e+06  6.666850e-02  6.616982e-02  5.833249e-02  1.516095e-01 
 1.788566e+06  6.575895e-02  6.522668e-02  5.758478e-02  1.505504e-01 
 1.890397e+06  6.486126e-02  6.429698e-02  5.684583e-02  1.494987e-01 
 1.998026e+06  6.397529e-02  6.338053e-02  5.611557e-02  1.484544e-01 
 2.111783e+06  6.310090e-02  6.247715e-02  5.539391e-02  1.474173e-01 
 2.232016e+06  6.223795e-02  6.158664e-02  5.468077e-02  1.463875e-01 
 2.359095e+06  6.138632e-02  6.070882e-02  5.397606e-02  1.453649e-01 
 2.493409e+06  6.054586e-02  5.984352e-02  5.327969e-02  1.443495e-01 
 2.635371e+06  5.971644e-02  5.899055e-02  5.259158e-02  1.433411e-01 
 2.785414e+06  5.889793e-02  5.814973e-02  5.191166e-02  1.423397e-01 
 2.944000e+06  5.809020e-02  5.732090e-02  5.123982e-02  1.413454e-01 
 3.111616e+06  5.729311e-02  5.650389e-02  5.057601e-02  1.403580e-01 
 3.288774e+06  5.650655e-02  5.569852e-02  4.992013e-02  1.393775e-01 
 3.476019e+06  5.573037e-02  5.490463e-02  4.927209e-02  1.384039e-01 
 3.673925e+06  5.496446e-02  5.412205e-02  4.863183e-02  1.374371e-01 
 3.883098e+06  5.420869e-02  5.335063e-02  4.799927e-02  1.364770e-01 
 4.104181e+06  5.346294e-02  5.259021e-02  4.737431e-02  1.355236e-01 
 4.337850e+06  5.272708e-02  5.184062e-02  4.675689e-02  1.345769e-01 
 4.584824e+06  5.200100e-02  5.110172e-02  4.614693e-02  1.336368e-01 
 4.845859e+06  5.128456e-02  5.037335e-02  4.554434e-02  1.327032e-01 
 5.121755e+06  5.057767e-02  4.965536e-02  4.494906e-02  1.317762e-01 
 5.413360e+06  4.988018e-02  4.894760e-02  4.436100e-02  1.308557e-01 
 5.721568e+06  4.919200e-02  4.824993e-02  4.378010e-02  1.299416e-01 
 6.047322e+06  4.851300e-02  4.756221e-02  4.320626e-02  1.290338e-01 
 6.391624e+06  4.784308e-02  4.688429e-02  4.263943e-02  1.281324e-01 
 6.755528e+06  4.718211e-02  4.621603e-02  4.207952e-02  1.272374e-01 
 7.140151e+06  4.652998e-02  4.555730e-02  4.152647e-02  1.263485e-01 
 7.546673e+06  4.588660e-02  4.490795e-02  4.098019e-02  1.254659e-01 
 7.976339e+06  4.525183e-02  4.426787e-02  4.044062e-02  1.245894e-01 
 8.430468e+06  4.462559e-02  4.363690e-02  3.990769e-02  1.237191e-01 
 8.910453e+06  4.400775e-02  4.301493e-02  3.938132e-02  1.228548e-01 
 9.417766e+06  4.339823e-02  4.240182e-02  3.886145e-02  1.219966e-01 
 9.953962e+06  4.279690e-02  4.179745e-02  3.834799e-02  1.211444e-01 
 1.052069e+07  4.220366e-02  4.120170e-02  3.784089e-02  1.202981e-01 
 1.111968e+07  4.161843e-02  4.061444e-02  3.734008e-02  1.194578e-01 
 1.175277e+07  4.104108e-02  4.003554e-02  3.684548e-02  1.186233e-01 
 1.242191e+07  4.047153e-02  3.946490e-02  3.635703e-02  1.177946e-01 
 1.312915e+07  3.990966e-02  3.890240e-02  3.587466e-02  1.169717e-01 
 1.387665e+07  3.935540e-02  3.834791e-02  3.539830e-02  1.161546e-01 
 1.466671e+07  3.880863e-02  3.780132e-02  3.492789e-02  1.153432e-01 
 1.550175e+07  3.826926e-02  3.726252e-02  3.446336e-02  1.145375e-01 
 1.638434e+07  3.773721e-02  3.673141e-02  3.400465e-02  1.137373e-01 
 1.731717e+07  3.721236e-02  3.620786e-02  3.355169e-02  1.129428e-01 
 1.830312e+07  3.669463e-02  3.569178e-02  3.310442e-02  1.121538e-01 
 1.934520e+07  3.618394e-02  3.518305e-02  3.266277e-02  1.113704e-01 
 2.044661e+07  3.568018e-02  3.468158e-02  3.222668e-02  1.105924e-01 
 2.161073e+07  3.518327e-02  3.418725e-02  3.179609e-02  1.098198e-01 
 2.284112e+07  3.469312e-02  3.369996e-02  3.137094e-02  1.090527e-01 
 2.414157e+07  3.420965e-02  3.321963e-02  3.095117e-02  1.082908e-01 
 2.551606e+07  3.373276e-02  3.274614e-02  3.053671e-02  1.075344e-01 
 2.696881e+07  3.326237e-02  3.227939e-02  3.012750e-02  1.067832e-01 
 2.850426e+07  3.279840e-02  3.181930e-02  2.972349e-02  1.060372e-01 
 3.012714e+07  3.234076e-02  3.136577e-02  2.932461e-02  1.052965e-01 
 3.184242e+07  3.188937e-02  3.091870e-02  2.893081e-02  1.045609e-01 
 3.365535e+07  3.144414e-02  3.047801e-02  2.854203e-02  1.038305e-01 
 3.557150e+07  3.100501e-02  3.004360e-02  2.815821e-02  1.031052e-01 
 3.759675e+07  3.057188e-02  2.961537e-02  2.777929e-02  1.023849e-01 
 3.973730e+07  3.014469e-02  2.919326e-02  2.740522e-02  1.016697e-01 
 4.199973e+07  2.972334e-02  2.877715e-02  2.703594e-02  1.009595e-01 
 4.439097e+07  2.930777e-02  2.836698e-02  2.667139e-02  1.002542e-01 
 4.691835e+07  2.889790e-02  2.796266e-02  2.631153e-02  9.955385e-02 
 4.958962e+07  2.849365e-02  2.756410e-02  2.595629e-02  9.885841e-02 
 5.241298e+07  2.809495e-02  2.717122e-02  2.560562e-02  9.816782e-02 
 5.539709e+07  2.770173e-02  2.678393e-02  2.525947e-02  9.748205e-02 
 5.855110e+07  2.731391e-02  2.640217e-02  2.491778e-02  9.680108e-02 
 6.188468e+07  2.693143e-02  2.602585e-02  2.458051e-02  9.612486e-02 
 6.540806e+07  2.655420e-02  2.565490e-02  2.424760e-02  9.545336e-02 
 6.913204e+07  2.618217e-02  2.528923e-02  2.391900e-02  9.478656e-02 
 7.306804e+07  2.581526e-02  2.492877e-02  2.359465e-02  9.412442e-02 
 7.722814e+07  2.545340e-02  2.457346e-02  2.327452e-02  9.346690e-02 
 8.162509e+07  2.509654e-02  2.422320e-02  2.295854e-02  9.281397e-02 
 8.627237e+07  2.474459e-02  2.387794e-02  2.264667e-02  9.216560e-02 
 9.118425e+07  2.439750e-02  2.353760e-02  2.233885e-02  9.152177e-02 
 9.637579e+07  2.405521e-02  2.320211e-02  2.203505e-02  9.088243e-02 
 1.018629e+08  2.371764e-02  2.287140e-02  2.173521e-02  9.024756e-02 
 1.076624e+08  2.338473e-02  2.254541e-02  2.143929e-02  8.961712e-02 
 1.137921e+08  2.305642e-02  2.222406e-02  2.114723e-02  8.899109e-02 
 1.202708e+08  2.273266e-02  2.190729e-02  2.085899e-02  8.836943e-02 
 1.271184e+08  2.241337e-02  2.159504e-02  2.057453e-02  8.775211e-02 
 1.343558e+08  2.209850e-02  2.128724e-02  2.029380e-02  8.713910e-02 
 1.420053e+08  2.178799e-02  2.098382e-02  2.001675e-02  8.653038e-02 
 1.500903e+08  2.148179e-02  2.068473e-02  1.974334e-02  8.592591e-02 
 1.586357e+08  2.117982e-02  2.038991e-02  1.947352e-02  8.532566e-02 
 1.676675e+08  2.088205e-02  2.009928e-02  1.920726e-02  8.472961e-02 
 1.772136e+08  2.058840e-02  1.981280e-02  1.894450e-02  8.413772e-02 
 1.873032e+08  2.029882e-02  1.953040e-02  1.868521e-02  8.354996e-02 
 1.979672e+08  2.001327e-02  1.925203e-02  1.842934e-02  8.296631e-02 
 2.092383e+08  1.973168e-02  1.897762e-02  1.817685e-02  8.238674e-02 
 2.211512e+08  1.945400e-02  1.870713e-02  1.792769e-02  8.181121e-02 
 2.337424e+08  1.918018e-02  1.844049e-02  1.768184e-02  8.123971e-02 
 2.470504e+08  1.891016e-02  1.817765e-02  1.743924e-02  8.067220e-02 
 2.611161e+08  1.864390e-02  1.791856e-02  1.719986e-02  8.010865e-02 
 2.759826e+08  1.838135e-02  1.766316e-02  1.696365e-02  7.954904e-02 
 2.916956e+08  1.812244e-02  1.741140e-02  1.673059e-02  7.899334e-02 
 3.083031e+08  1.786714e-02  1.716323e-02  1.650061e-02  7.844152e-02 
 3.258562e+08  1.761540e-02  1.691859e-02  1.627370e-02  7.789356e-02 
 3.444087e+08  1.736716e-02  1.667745e-02  1.604981e-02  7.734942e-02 
 3.640175e+08  1.712238e-02  1.643974e-02  1.582891e-02  7.680908e-02 
 3.847427e+08  1.688101e-02  1.620542e-02  1.561094e-02  7.627252e-02 
 4.066478e+08  1.664301e-02  1.597443e-02  1.539589e-02  7.573971e-02 
 4.298001e+08  1.640832e-02  1.574674e-02  1.518371e-02  7.521062e-02 
 4.542706e+08  1.617692e-02  1.552230e-02  1.497437e-02  7.468522e-02 
 4.801343e+08  1.594873e-02  1.530106e-02  1.476783e-02  7.416350e-02 
 5.074705e+08  1.572374e-02  1.508296e-02  1.456405e-02  7.364542e-02 
 5.363631e+08  1.550189e-02  1.486798e-02  1.436301e-02  7.313096e-02 
 5.669007e+08  1.528313e-02  1.465606e-02  1.416466e-02  7.262009e-02 
 5.991770e+08  1.506743e-02  1.444717e-02  1.396897e-02  7.211280e-02 
 6.332908e+08  1.485475e-02  1.424124e-02  1.377591e-02  7.160904e-02 
 6.693470e+08  1.464504e-02  1.403826e-02  1.358544e-02  7.110881e-02 
 7.074559e+08  1.443826e-02  1.383817e-02  1.339754e-02  7.061206e-02 
 7.477346e+08  1.423438e-02  1.364093e-02  1.321216e-02  7.011879e-02 
 7.903066e+08  1.403334e-02  1.344650e-02  1.302928e-02  6.962897e-02 
 8.353023e+08  1.383512e-02  1.325484e-02  1.284887e-02  6.914257e-02 
 8.828599e+08  1.363968e-02  1.306591e-02  1.267089e-02  6.865956e-02 
 9.331251e+08  1.344697e-02  1.287968e-02  1.249531e-02  6.817993e-02 
 9.862522e+08  1.325696e-02  1.269610e-02  1.232210e-02  6.770365e-02 
 1.042404e+09  1.306961e-02  1.251514e-02  1.215123e-02  6.723070e-02 
 1.101753e+09  1.288489e-02  1.233676e-02  1.198268e-02  6.676105e-02 
 1.164481e+09  1.270276e-02  1.216092e-02  1.181640e-02  6.629468e-02 
 1.230780e+09  1.252318e-02  1.198758e-02  1.165238e-02  6.583157e-02 
 1.300854e+09  1.234611e-02  1.181672e-02  1.149058e-02  6.537169e-02 
 1.374917e+09  1.217154e-02  1.164829e-02  1.133097e-02  6.491503e-02 
 1.453198e+09  1.199941e-02  1.148227e-02  1.117353e-02  6.446155e-02 
 1.535935e+09  1.182969e-02  1.131860e-02  1.101823e-02  6.401125e-02 
 1.623382e+09  1.166236e-02  1.115728e-02  1.086503e-02  6.356409e-02 
 1.715809e+09  1.149738e-02  1.099825e-02  1.071392e-02  6.312005e-02 
 1.813498e+09  1.133471e-02  1.084149e-02  1.056486e-02  6.267912e-02 
 1.916748e+09  1.117433e-02  1.068696e-02  1.041783e-02  6.224126e-02 
 2.025878e+09  1.101620e-02  1.053463e-02  1.027280e-02  6.180647e-02 
 2.141220e+09  1.086029e-02  1.038448e-02  1.012975e-02  6.137471e-02 
 2.263130e+09  1.070658e-02  1.023647e-02  9.988649e-03  6.094597e-02 
 2.391980e+09  1.055502e-02  1.009056e-02  9.849472e-03  6.052022e-02 
 2.528166e+09  1.040560e-02  9.946737e-03  9.712194e-03  6.009745e-02 
 2.672106e+09  1.025827e-02  9.804963e-03  9.576790e-03  5.967763e-02 
 2.824241e+09  1.011302e-02  9.665209e-03  9.443237e-03  5.926074e-02 
