#           N         Chain          BCCA          BPCA
 2.092383e+08  1.186859e+00  5.600293e+00  1.929493e+01
 2.211512e+08  1.186861e+00  5.629248e+00  1.938453e+01
 2.337424e+08  1.186863e+00  5.658289e+00  1.947398e+01
 2.470504e+08  1.186865e+00  5.687414e+00  1.956327e+01
 2.611161e+08  1.186867e+00  5.716623e+00  1.965242e+01
 2.759826e+08  1.186869e+00  5.745913e+00  1.974140e+01
 2.916956e+08  1.186871e+00  5.775285e+00  1.983024e+01
 3.083031e+08  1.186873e+00  5.804737e+00  1.991892e+01
 3.258562e+08  1.186875e+00  5.834268e+00  2.000745e+01
 3.444087e+08  1.186877e+00  5.863877e+00  2.009583e+01
 3.640175e+08  1.186879e+00  5.893562e+00  2.018405e+01
 3.847427e+08  1.186881e+00  5.923324e+00  2.027212e+01
 4.066478e+08  1.186884e+00  5.953160e+00  2.036004e+01
 4.298001e+08  1.186886e+00  5.983070e+00  2.044781e+01
 4.542706e+08  1.186888e+00  6.013053e+00  2.053543e+01
 4.801343e+08  1.186890e+00  6.043107e+00  2.062290e+01
 5.074705e+08  1.186892e+00  6.073231e+00  2.071022e+01
 5.363631e+08  1.186894e+00  6.103426e+00  2.079738e+01
 5.669007e+08  1.186896e+00  6.133688e+00  2.088440e+01
 5.991770e+08  1.186898e+00  6.164018e+00  2.097127e+01
 6.332908e+08  1.186900e+00  6.194415e+00  2.105799e+01
 6.693470e+08  1.186902e+00  6.224877e+00  2.114456e+01
 7.074559e+08  1.186904e+00  6.255403e+00  2.123098e+01
 7.477346e+08  1.186906e+00  6.285992e+00  2.131725e+01
 7.903066e+08  1.186908e+00  6.316643e+00  2.140338e+01
 8.353023e+08  1.186910e+00  6.347356e+00  2.148936e+01
 8.828599e+08  1.186913e+00  6.378129e+00  2.157519e+01
 9.331251e+08  1.186915e+00  6.408960e+00  2.166088e+01
 9.862522e+08  1.186917e+00  6.439850e+00  2.174642e+01
 1.042404e+09  1.186919e+00  6.470797e+00  2.183181e+01
 1.101753e+09  1.186921e+00  6.501800e+00  2.191707e+01
 1.164481e+09  1.186923e+00  6.532858e+00  2.200217e+01
 1.230780e+09  1.186925e+00  6.563970e+00  2.208714e+01
 1.300854e+09  1.186927e+00  6.595136e+00  2.217195e+01
 1.374917e+09  1.186929e+00  6.626353e+00  2.225663e+01
 1.453198e+09  1.186932e+00  6.657621e+00  2.234116e+01
 1.535935e+09  1.186934e+00  6.688939e+00  2.242556e+01
 1.623382e+09  1.186936e+00  6.720306e+00  2.250981e+01
 1.715809e+09  1.186938e+00  6.751722e+00  2.259392e+01
 1.813498e+09  1.186940e+00  6.783184e+00  2.267788e+01
 1.916748e+09  1.186942e+00  6.814692e+00  2.276171e+01
 2.025878e+09  1.186944e+00  6.846246e+00  2.284540e+01
 2.141220e+09  1.186947e+00  6.877844e+00  2.292895e+01
 2.263130e+09  1.186949e+00  6.909484e+00  2.301236e+01
 2.391980e+09  1.186951e+00  6.941167e+00  2.309563e+01
 2.528166e+09  1.186953e+00  6.972892e+00  2.317877e+01
 2.672106e+09  1.186955e+00  7.004656e+00  2.326177e+01
 2.824241e+09  1.186957e+00  7.036460e+00  2.334463e+01
 2.985038e+09  1.186960e+00  7.068303e+00  2.342735e+01
 3.154990e+09  1.186962e+00  7.100183e+00  2.350994e+01
 3.334618e+09  1.186964e+00  7.132099e+00  2.359240e+01
 3.524473e+09  1.186966e+00  7.164051e+00  2.367472e+01
 3.725137e+09  1.186968e+00  7.196038e+00  2.375690e+01
 3.937226e+09  1.186971e+00  7.228058e+00  2.383896e+01
 4.161391e+09  1.186973e+00  7.260111e+00  2.392088e+01
 4.398317e+09  1.186975e+00  7.292196e+00  2.400266e+01
 4.648734e+09  1.186977e+00  7.324313e+00  2.408432e+01
 4.913407e+09  1.186980e+00  7.356459e+00  2.416584e+01
 5.193150e+09  1.186982e+00  7.388634e+00  2.424723e+01
 5.488820e+09  1.186984e+00  7.420838e+00  2.432849e+01
 5.801323e+09  1.186986e+00  7.453070e+00  2.440963e+01
 6.131619e+09  1.186989e+00  7.485327e+00  2.449063e+01
 6.480720e+09  1.186991e+00  7.517611e+00  2.457150e+01
 6.849697e+09  1.186993e+00  7.549919e+00  2.465225e+01
 7.239681e+09  1.186995e+00  7.582251e+00  2.473286e+01
 7.651869e+09  1.186998e+00  7.614607e+00  2.481335e+01
 8.087525e+09  1.187000e+00  7.646984e+00  2.489372e+01
 8.547985e+09  1.187002e+00  7.679383e+00  2.497395e+01
 9.034660e+09  1.187004e+00  7.711802e+00  2.505406e+01
 9.549045e+09  1.187007e+00  7.744241e+00  2.513405e+01
 1.009272e+10  1.187009e+00  7.776699e+00  2.521391e+01
 1.066734e+10  1.187011e+00  7.809175e+00  2.529364e+01
 1.127468e+10  1.187014e+00  7.841668e+00  2.537326e+01
 1.191660e+10  1.187016e+00  7.874178e+00  2.545275e+01
 1.259506e+10  1.187018e+00  7.906703e+00  2.553211e+01
