#           N         Chain          BCCA          BPCA
 2.252711e+04  8.287649e-01  4.800885e-01  1.630277e-01
 2.380968e+04  8.287640e-01  4.789927e-01  1.604604e-01
 2.516527e+04  8.287632e-01  4.779050e-01  1.579270e-01
 2.659804e+04  8.287624e-01  4.768255e-01  1.554274e-01
 2.811239e+04  8.287616e-01  4.757540e-01  1.529613e-01
 2.971296e+04  8.287609e-01  4.746903e-01  1.505285e-01
 3.140465e+04  8.287602e-01  4.736345e-01  1.481286e-01
 3.319266e+04  8.287596e-01  4.725865e-01  1.457614e-01
 3.508247e+04  8.287590e-01  4.715461e-01  1.434267e-01
 3.707988e+04  8.287584e-01  4.705134e-01  1.411241e-01
 3.919100e+04  8.287579e-01  4.694881e-01  1.388534e-01
 4.142232e+04  8.287574e-01  4.684703e-01  1.366144e-01
 4.378069e+04  8.287569e-01  4.674598e-01  1.344067e-01
 4.627332e+04  8.287564e-01  4.664566e-01  1.322300e-01
 4.890787e+04  8.287560e-01  4.654606e-01  1.300841e-01
 5.169242e+04  8.287556e-01  4.644717e-01  1.279686e-01
 5.463550e+04  8.287552e-01  4.634900e-01  1.258834e-01
 5.774615e+04  8.287548e-01  4.625151e-01  1.238280e-01
 6.103390e+04  8.287545e-01  4.615473e-01  1.218022e-01
 6.450884e+04  8.287541e-01  4.605862e-01  1.198057e-01
 6.818162e+04  8.287538e-01  4.596320e-01  1.178382e-01
 7.206351e+04  8.287535e-01  4.586844e-01  1.158994e-01
 7.616642e+04  8.287532e-01  4.577435e-01  1.139889e-01
 8.050292e+04  8.287529e-01  4.568092e-01  1.121066e-01
 8.508632e+04  8.287527e-01  4.558814e-01  1.102521e-01
 8.993067e+04  8.287524e-01  4.549600e-01  1.084251e-01
 9.505083e+04  8.287522e-01  4.540451e-01  1.066252e-01
 1.004625e+05  8.287520e-01  4.531364e-01  1.048522e-01
 1.061823e+05  8.287518e-01  4.522340e-01  1.031058e-01
 1.122277e+05  8.287516e-01  4.513378e-01  1.013857e-01
 1.186174e+05  8.287514e-01  4.504478e-01  9.969161e-02
 1.253708e+05  8.287512e-01  4.495638e-01  9.802315e-02
 1.325087e+05  8.287511e-01  4.486859e-01  9.638007e-02
 1.400531e+05  8.287509e-01  4.478139e-01  9.476207e-02
 1.480269e+05  8.287507e-01  4.469479e-01  9.316883e-02
 1.564548e+05  8.287506e-01  4.460877e-01  9.160007e-02
 1.653624e+05  8.287505e-01  4.452332e-01  9.005548e-02
 1.747773e+05  8.287503e-01  4.443846e-01  8.853477e-02
 1.847281e+05  8.287502e-01  4.435416e-01  8.703764e-02
 1.952456e+05  8.287501e-01  4.427042e-01  8.556380e-02
 2.063618e+05  8.287500e-01  4.418725e-01  8.411295e-02
 2.181109e+05  8.287499e-01  4.410462e-01  8.268479e-02
 2.305289e+05  8.287498e-01  4.402255e-01  8.127905e-02
 2.436540e+05  8.287497e-01  4.394101e-01  7.989542e-02
 2.575263e+05  8.287496e-01  4.386002e-01  7.853363e-02
 2.721885e+05  8.287495e-01  4.377955e-01  7.719338e-02
 2.876854e+05  8.287494e-01  4.369962e-01  7.587439e-02
 3.040646e+05  8.287493e-01  4.362021e-01  7.457638e-02
 3.213764e+05  8.287493e-01  4.354131e-01  7.329906e-02
 3.396739e+05  8.287492e-01  4.346293e-01  7.204217e-02
 3.590130e+05  8.287491e-01  4.338506e-01  7.080541e-02
 3.794533e+05  8.287490e-01  4.330769e-01  6.958853e-02
 4.010573e+05  8.287490e-01  4.323082e-01  6.839124e-02
 4.238913e+05  8.287489e-01  4.315445e-01  6.721327e-02
 4.480254e+05  8.287489e-01  4.307856e-01  6.605436e-02
 4.735335e+05  8.287488e-01  4.300317e-01  6.491424e-02
 5.004939e+05  8.287488e-01  4.292825e-01  6.379264e-02
 5.289893e+05  8.287487e-01  4.285381e-01  6.268931e-02
 5.591071e+05  8.287487e-01  4.277985e-01  6.160398e-02
 5.909396e+05  8.287486e-01  4.270635e-01  6.053641e-02
 6.245845e+05  8.287486e-01  4.263332e-01  5.948632e-02
 6.601449e+05  8.287485e-01  4.256075e-01  5.845348e-02
 6.977300e+05  8.287485e-01  4.248864e-01  5.743763e-02
 7.374549e+05  8.287484e-01  4.241698e-01  5.643853e-02
 7.794416e+05  8.287484e-01  4.234577e-01  5.545593e-02
 8.238187e+05  8.287484e-01  4.227500e-01  5.448959e-02
