#           N         Chain          BCCA          BPCA
 2.305289e+05  1.035998e+01  4.374089e+01  4.556805e+01
 2.436540e+05  1.036012e+01  4.383956e+01  4.568837e+01
 2.575263e+05  1.036026e+01  4.393743e+01  4.580760e+01
 2.721885e+05  1.036038e+01  4.403451e+01  4.592574e+01
 2.876854e+05  1.036050e+01  4.413082e+01  4.604282e+01
 3.040646e+05  1.036061e+01  4.422635e+01  4.615885e+01
 3.213764e+05  1.036072e+01  4.432114e+01  4.627384e+01
 3.396739e+05  1.036082e+01  4.441518e+01  4.638781e+01
 3.590130e+05  1.036092e+01  4.450849e+01  4.650077e+01
 3.794533e+05  1.036102e+01  4.460108e+01  4.661274e+01
 4.010573e+05  1.036111e+01  4.469295e+01  4.672372e+01
 4.238913e+05  1.036119e+01  4.478412e+01  4.683375e+01
 4.480254e+05  1.036127e+01  4.487459e+01  4.694282e+01
 4.735335e+05  1.036135e+01  4.496439e+01  4.705096e+01
 5.004939e+05  1.036142e+01  4.505351e+01  4.715816e+01
 5.289893e+05  1.036149e+01  4.514196e+01  4.726446e+01
 5.591071e+05  1.036156e+01  4.522976e+01  4.736986e+01
 5.909396e+05  1.036162e+01  4.531692e+01  4.747438e+01
 6.245845e+05  1.036168e+01  4.540344e+01  4.757802e+01
 6.601449e+05  1.036174e+01  4.548932e+01  4.768080e+01
 6.977300e+05  1.036179e+01  4.557459e+01  4.778273e+01
 7.374549e+05  1.036184e+01  4.565925e+01  4.788382e+01
 7.794416e+05  1.036189e+01  4.574330e+01  4.798409e+01
 8.238187e+05  1.036194e+01  4.582676e+01  4.808354e+01
 8.707225e+05  1.036199e+01  4.590963e+01  4.818220e+01
 9.202967e+05  1.036203e+01  4.599193e+01  4.828006e+01
 9.726934e+05  1.036207e+01  4.607365e+01  4.837714e+01
 1.028073e+06  1.036211e+01  4.615480e+01  4.847346e+01
 1.086606e+06  1.036215e+01  4.623540e+01  4.856902e+01
 1.148472e+06  1.036218e+01  4.631546e+01  4.866383e+01
 1.213859e+06  1.036222e+01  4.639497e+01  4.875791e+01
 1.282970e+06  1.036225e+01  4.647394e+01  4.885126e+01
 1.356015e+06  1.036228e+01  4.655239e+01  4.894389e+01
 1.433219e+06  1.036231e+01  4.663032e+01  4.903582e+01
 1.514819e+06  1.036234e+01  4.670773e+01  4.912706e+01
 1.601064e+06  1.036236e+01  4.678464e+01  4.921761e+01
 1.692220e+06  1.036239e+01  4.686104e+01  4.930748e+01
 1.788566e+06  1.036241e+01  4.693695e+01  4.939669e+01
 1.890397e+06  1.036244e+01  4.701238e+01  4.948524e+01
 1.998026e+06  1.036246e+01  4.708732e+01  4.957314e+01
 2.111783e+06  1.036248e+01  4.716179e+01  4.966040e+01
 2.232016e+06  1.036250e+01  4.723578e+01  4.974703e+01
 2.359095e+06  1.036252e+01  4.730932e+01  4.983305e+01
 2.493409e+06  1.036254e+01  4.738239e+01  4.991845e+01
 2.635371e+06  1.036256e+01  4.745501e+01  5.000325e+01
 2.785414e+06  1.036257e+01  4.752719e+01  5.008745e+01
 2.944000e+06  1.036259e+01  4.759892e+01  5.017106e+01
 3.111616e+06  1.036261e+01  4.767022e+01  5.025410e+01
 3.288774e+06  1.036262e+01  4.774109e+01  5.033656e+01
 3.476019e+06  1.036264e+01  4.781154e+01  5.041847e+01
 3.673925e+06  1.036265e+01  4.788156e+01  5.049982e+01
 3.883098e+06  1.036266e+01  4.795117e+01  5.058062e+01
 4.104181e+06  1.036268e+01  4.802037e+01  5.066088e+01
 4.337850e+06  1.036269e+01  4.808917e+01  5.074061e+01
 4.584824e+06  1.036270e+01  4.815756e+01  5.081981e+01
 4.845859e+06  1.036271e+01  4.822556e+01  5.089850e+01
 5.121755e+06  1.036272e+01  4.829317e+01  5.097668e+01
 5.413360e+06  1.036273e+01  4.836039e+01  5.105435e+01
 5.721568e+06  1.036274e+01  4.842724e+01  5.113153e+01
 6.047322e+06  1.036275e+01  4.849370e+01  5.120822e+01
 6.391624e+06  1.036276e+01  4.855979e+01  5.128442e+01
 6.755528e+06  1.036277e+01  4.862552e+01  5.136015e+01
 7.140151e+06  1.036278e+01  4.869088e+01  5.143541e+01
 7.546673e+06  1.036279e+01  4.875588e+01  5.151021e+01
 7.976339e+06  1.036280e+01  4.882052e+01  5.158455e+01
 8.430468e+06  1.036280e+01  4.888481e+01  5.165844e+01
 8.910453e+06  1.036281e+01  4.894876e+01  5.173188e+01
 9.417766e+06  1.036282e+01  4.901236e+01  5.180489e+01
 9.953962e+06  1.036283e+01  4.907562e+01  5.187746e+01
 1.052069e+07  1.036283e+01  4.913854e+01  5.194961e+01
 1.111968e+07  1.036284e+01  4.920113e+01  5.202134e+01
 1.175277e+07  1.036285e+01  4.926340e+01  5.209265e+01
 1.242191e+07  1.036285e+01  4.932533e+01  5.216355e+01
 1.312915e+07  1.036286e+01  4.938695e+01  5.223405e+01
 1.387665e+07  1.036287e+01  4.944825e+01  5.230414e+01
 1.466671e+07  1.036287e+01  4.950923e+01  5.237385e+01
 1.550175e+07  1.036288e+01  4.956990e+01  5.244317e+01
 1.638434e+07  1.036288e+01  4.963026e+01  5.251210e+01
